evaluation,train_loss
0,0.6976766269700373
1,0.6727930555553485
2,0.6732675040382248
3,0.6888657843115272
4,0.6938041089994472
5,0.6788524184791048
6,0.6717272311836487
7,0.6713900167119609
8,0.6703637151118367
9,0.6945282904424914
10,0.6956814617623553
11,0.6701786490683644
12,0.6702602782891413
13,0.6695031710619879
14,0.6695152577624124
15,0.6939004520069646
16,0.695064826456844
17,0.671736757910611
18,0.6684918841286978
19,0.6695524060713084
20,0.6674468765427002
21,0.6932110280969908
22,0.6957334080044404
23,0.6659245557908762
24,0.6659161103793086
25,0.6642041393979529
26,0.6649870884251616
27,0.6837723032841311
28,0.6808529749213601
29,0.6591614551037267
30,0.6591140954032947
31,0.6586296222278445
32,0.6576005457673667
33,0.6712301108405735
34,0.6823457108856259
35,0.6598054950344797
36,0.6584447586319838
37,0.658559186083626
38,0.6581025997037536
39,0.6822810994886817
40,0.6813162105683266
41,0.6568519445428048
42,0.6575469594434659
43,0.656851944542805
44,0.6518252524440473
45,0.6453726529543721
46,0.6453726529543724
47,0.6451967700354413
48,0.64516249458578
49,0.64516249458578
50,0.6426208533442037
51,0.6386229472764129
52,0.6386229472764128
53,0.6400898795163593
54,0.6402549926148721
55,0.633187945023505
56,0.633077535236989
57,0.6342444710304235
58,0.6560451501451506
59,0.6262679387182857
60,0.6263050778039915
61,0.6232966404597092
62,0.6244751024559031
63,0.6475707650530412
64,0.6383610357321777
65,0.6223903415806487
66,0.6223969565730917
67,0.6212920315980549
68,0.6182078835693714
69,0.6326201901793194
70,0.6418515930441958
71,0.6191112057629701
72,0.6185982371251104
73,0.6182078835693715
74,0.6261936526771549
75,0.6185143230348306
76,0.6182078835693715
77,0.6192252848030522
78,0.6232348613678411
79,0.6185143230348306
80,0.6232348613678411
81,0.617587320122583
82,0.6409171794575417
83,0.6121813391521913
84,0.6121813391521912
85,0.6121813391521912
86,0.617587320122583
87,0.6000198942761946
88,0.5801185647006337
89,0.5738100923856561
90,0.571908972347129
91,0.5677547089732196
92,0.5602852191865777
93,0.5643173150820816
94,0.5489768069967432
95,0.5528174408743499
96,0.5545609781090067
97,0.5350500742433335
98,0.5261213145353777
99,0.5273000788925231
100,0.5342657494388336
101,0.5132936073694072
102,0.5117787976767385
103,0.5024824008773061
104,0.5448169529795992
105,0.5016980894980652
106,0.4935027844622435
107,0.48494007261474625
108,0.4804773070398372
109,0.4844517016842941
110,0.4764525685636862
111,0.4722385110290491
112,0.46437289715891916
113,0.4664510785620942
114,0.46409827523251934
115,0.4689055653020413
116,0.4646469377169085
117,0.4687277651468486
118,0.4672246864187444
119,0.4703182265793336
120,0.4646693675462659
121,0.46721937293624244
122,0.46642564591289337
123,0.4632199919642903
124,0.4700004499540315
125,0.46207977456183913
126,0.4675607531678349
127,0.462189985976889
128,0.46654599265852
129,0.4605625621074643
130,0.459366879750169
131,0.4412491820678104
132,0.4480800331260859
133,0.44033245633743257
134,0.4409246401726944
135,0.4416513328664269
136,0.4482968469450296
137,0.44206020946400987
138,0.44392311799028317
139,0.4378447683763904
140,0.441072905207704
141,0.439310778331585
142,0.4412030902374781
143,0.4372150640670364
144,0.43413303422599914
145,0.43619841048276475
146,0.43286545793815145
147,0.435258862342522
148,0.4300056361981528
149,0.42786712787231007
150,0.42865691236749187
151,0.4271328114550488
152,0.42569772132972006
153,0.4297087714998682
154,0.4260932624463518
155,0.4259004308321937
156,0.4252645698001335
157,0.42349314105091934
158,0.4244884916681883
159,0.42349314105091934
160,0.42632557456699594
161,0.42633050102255243
162,0.4227166168898913
163,0.43506375583249196
164,0.42405797716205407
165,0.42689027464707835
166,0.4239861355623845
167,0.4291361816535037
168,0.423951156763371
169,0.428630068029375
170,0.42215581080518444
171,0.4238461784563392
172,0.42055669844265925
173,0.4180843700038336
174,0.42008659724491126
175,0.4180412299325254
176,0.4154095956271377
177,0.4154119045459832
178,0.4158189965303943
179,0.4136643945787601
180,0.4182492623272776
181,0.4153905238626088
182,0.412860043004924
183,0.4134392416281178
184,0.41260365346387534
185,0.41821173140171236
186,0.4122333747531906
187,0.41311038804972966
188,0.41243546059315833
189,0.4142616935439625
190,0.4151837376066888
191,0.4140335084779558
192,0.4119374907413715
193,0.4121297635676654
194,0.4110117984836305
195,0.40964315274677693
196,0.41397142515393126
197,0.41112266322857544
198,0.41471753715657134
199,0.41105216165768416
200,0.4097730040506424
201,0.41160936735358084
202,0.41283083497999606
203,0.40980689527751885
204,0.41052740660981846
205,0.4131561031102042
206,0.4064384774292103
207,0.4039920123647186
208,0.4055777219657407
209,0.4053726815134238
210,0.4067896198386218
211,0.40335164843642585
212,0.40459148752009055
213,0.4056095307311971
214,0.4129653279511919
215,0.4054027841921625
216,0.41306647852462586
217,0.4037084802061036
218,0.40808356358249476
219,0.4037414871604642
220,0.4062944446056697
221,0.4030959479047564
222,0.39935095185750313
223,0.4005790613952232
224,0.3993029128392246
225,0.40171889546576606
226,0.39825145142522067
